Name,LinkedIn URL,Linkedin Info,Header,Twitter URL,Twitter Info,Twitter ID,
Jugal Bhatt,https://linkedin.com/in/jugal-bhatt,"Experienced software engineer with 2+ years of hands-on experience in Java and Python end-to-end project delivery, including requirement analysis, design, ...","Jugal Bhatt - Sunnyvale, California, United States",https://twitter.com/jugaldb,You can make money doing customer service right on Twitter. Here's 7 secrets to selling on Twitter DMs: 1. 3. 6. Show this thread · Jugal Bhatt Retweeted.,Jugal Bhatt (@jugaldb) / Twitter,"| Jugal Bhatt | https://linkedin.com/in/jugal-bhatt | Experienced software engineer with 2+ years of hands-on experience in Java and Python end-to-end project delivery, including requirement analysis, design, ... | Jugal Bhatt - Sunnyvale, California, United States | https://twitter.com/jugaldb | You can make money doing customer service right on Twitter. Here's 7 secrets to selling on Twitter DMs: 1. 3. 6. Show this thread · Jugal Bhatt Retweeted. | Jugal Bhatt (@jugaldb) / Twitter"
Gaurav Gangwar,https://linkedin.com/in/gaurav-gangwar-74a75024,"Experienced Life Sciences Sales and Relationship Management executive, with proven competency in identifying, developing and tracking new relationships and ...",Gaurav Gangwar - Senior Director Business Development,https://twitter.com/gauravbhaiya17,Gaurav Gangwar. @GauravBhaiya17. A good thought is born good habit. Joined February 2022 ... Gaurav Gangwar's Tweets. Gaurav Gangwar Retweeted.,Gaurav Gangwar (@GauravBhaiya17) / Twitter,"| Gaurav Gangwar | https://linkedin.com/in/gaurav-gangwar-74a75024 | Experienced Life Sciences Sales and Relationship Management executive, with proven competency in identifying, developing and tracking new relationships and ... | Gaurav Gangwar - Senior Director Business Development | https://twitter.com/gauravbhaiya17 | Gaurav Gangwar. @GauravBhaiya17. A good thought is born good habit. Joined February 2022 ... Gaurav Gangwar's Tweets. Gaurav Gangwar Retweeted. | Gaurav Gangwar (@GauravBhaiya17) / Twitter"
Rahul Sharma,https://linkedin.com/in/rahulsh1709/,"Rahul Sharma · Regional Managing Director of Asia Pacific & Japan, Worldwide Public Sector at Amazon Web Services · Report · Report · About · Activity · Experience.",Rahul Sharma - Regional Managing Director of Asia ...,https://twitter.com/rahulsharma,"Rahul Sharma, Founder of Revolt, responds to your comments and shares an electrifying news of the change coming to 70 cities across India!",Rahul Sharma (@rahulsharma) / Twitter,"| Rahul Sharma | https://linkedin.com/in/rahulsh1709/ | Rahul Sharma · Regional Managing Director of Asia Pacific & Japan, Worldwide Public Sector at Amazon Web Services · Report · Report · About · Activity · Experience. | Rahul Sharma - Regional Managing Director of Asia ... | https://twitter.com/rahulsharma | Rahul Sharma, Founder of Revolt, responds to your comments and shares an electrifying news of the change coming to 70 cities across India! | Rahul Sharma (@rahulsharma) / Twitter"
Aditya Agrawal,https://linkedin.com/in/aditya-agrawal-122559167/,"Activities and Societies: President of The Harvard Independent (student weekly newspaper), Harvard Advocate (literary magazine) ...",Aditya Agrawal - Technology Investor - Insight Partners,https://twitter.com/adityaag,0,Aditya Agarwal (@adityaag) / Twitter,"| Aditya Agrawal | https://linkedin.com/in/aditya-agrawal-122559167/ | Activities and Societies: President of The Harvard Independent (student weekly newspaper), Harvard Advocate (literary magazine) ... | Aditya Agrawal - Technology Investor - Insight Partners | https://twitter.com/adityaag | 0 | Aditya Agarwal (@adityaag) / Twitter"
Faizan Haider,https://linkedin.com/in/faizan-haidar-6012b2116,"Experienced Assistant Editor with a demonstrated history of working in the newspapers industry. Skilled in News Writing, Editing, Online Journalism, ...",Faizan Haidar - Assistant Editor - The Economic Times,https://twitter.com/FaiHaider,"Faizan Haidar ET. @FaiHaider. Journalist. New Delhi, India economictimes.indiatimes.com/etreporter/aut… Joined March 2014.",FaiHaider - Faizan Haidar ET,"| Faizan Haider | https://linkedin.com/in/faizan-haidar-6012b2116 | Experienced Assistant Editor with a demonstrated history of working in the newspapers industry. Skilled in News Writing, Editing, Online Journalism, ... | Faizan Haidar - Assistant Editor - The Economic Times | https://twitter.com/FaiHaider | Faizan Haidar ET. @FaiHaider. Journalist. New Delhi, India economictimes.indiatimes.com/etreporter/aut… Joined March 2014. | FaiHaider - Faizan Haidar ET"
Melron Martis,https://linkedin.com/in/melronmartis,"Product  Data  User Research  Product Marketing  Learn more about Melron Martis's work experience, education, connections & more by visiting their ...",Melron Martis - Product Team - FamPay,https://twitter.com/areyoumelron,We are here to make your travel safe and hassle-free. #goIndiGo #TechForce · Embedded video. 0:32. 6K views. 9. 10. 124. Melron Martis.,Melron Martis on Twitter,"| Melron Martis | https://linkedin.com/in/melronmartis | Product  Data  User Research  Product Marketing  Learn more about Melron Martis's work experience, education, connections & more by visiting their ... | Melron Martis - Product Team - FamPay | https://twitter.com/areyoumelron | We are here to make your travel safe and hassle-free. #goIndiGo #TechForce · Embedded video. 0:32. 6K views. 9. 10. 124. Melron Martis. | Melron Martis on Twitter"
Premanshu Singh,https://linkedin.com/in/premanshu-singh-616b2b12,"Head of Marketing-Practo Head of Emerging business, sales strategy and international-Shaadi.com CEO and Co-Founder a2zbaby.com Director Marketing-Webaroo ...",Premanshu Singh - Leadership - FamPay,https://twitter.com/prem_anshu,Premanshu Singh's Tweets ; Knowledge Project Podcast · @TKPPodcast · Apr 10 · 118. 929 ; Ananda · @_anandaonly · Apr 10 · 30. 89 ; Robin Singh · @locaterobinplus · Mar ...,Premanshu Singh (@prem_anshu) / Twitter,"| Premanshu Singh | https://linkedin.com/in/premanshu-singh-616b2b12 | Head of Marketing-Practo Head of Emerging business, sales strategy and international-Shaadi.com CEO and Co-Founder a2zbaby.com Director Marketing-Webaroo ... | Premanshu Singh - Leadership - FamPay | https://twitter.com/prem_anshu | Premanshu Singh's Tweets ; Knowledge Project Podcast · @TKPPodcast · Apr 10 · 118. 929 ; Ananda · @_anandaonly · Apr 10 · 30. 89 ; Robin Singh · @locaterobinplus · Mar ... | Premanshu Singh (@prem_anshu) / Twitter"
Diya Banerjee,https://linkedin.com/in/dibanerjee,I have 10+ years of research experience at Yale and Virginia Tech with expertise in RNA and Cancer Biology and am well versed in current developments in genomic ...,"Diya Banerjee, Ph.D. - Associate Director of Clinical ...",https://twitter.com/Diya_iamdb,0,Diya Banerjee (@Diya_iamdb) / Twitter,"| Diya Banerjee | https://linkedin.com/in/dibanerjee | I have 10+ years of research experience at Yale and Virginia Tech with expertise in RNA and Cancer Biology and am well versed in current developments in genomic ... | Diya Banerjee, Ph.D. - Associate Director of Clinical ... | https://twitter.com/Diya_iamdb | 0 | Diya Banerjee (@Diya_iamdb) / Twitter"
Priyanka Shiva,https://linkedin.com/in/priyanka-shiva-100253167,"I love marketing, which is why I hate nothing. From food to fashion, from tiktoks to television - I eat pop-culture for breakfast, lunch and dinner.",Priyanka Shiva - Marketing Team - FamPay,https://twitter.com/priyankashiva6,See new Tweets. Opens profile photo. Follow. Click to Follow PriyankaShiva6. Priyanka Shiva. @PriyankaShiva6. Joined May 2022.,Priyanka Shiva (@PriyankaShiva6) / Twitter,"| Priyanka Shiva | https://linkedin.com/in/priyanka-shiva-100253167 | I love marketing, which is why I hate nothing. From food to fashion, from tiktoks to television - I eat pop-culture for breakfast, lunch and dinner. | Priyanka Shiva - Marketing Team - FamPay | https://twitter.com/priyankashiva6 | See new Tweets. Opens profile photo. Follow. Click to Follow PriyankaShiva6. Priyanka Shiva. @PriyankaShiva6. Joined May 2022. | Priyanka Shiva (@PriyankaShiva6) / Twitter"
Nishil Madhani,https://linkedin.com/in/nishil-madhani,"A Computer Science and Business major student who is a Product building enthusiast.  Learn more about Nishil Madhani's work experience, education, ...",Nishil Madhani - IET On Campus VIT,https://twitter.com/madhaninishil,Nishil Madhani. @MadhaniNishil. Products ops intern. @fampayindia.  Just trying a thing or two at PM'ing A pseudo engineer :)  . Joined April 2021.,Nishil Madhani (@MadhaniNishil) / Twitter,"| Nishil Madhani | https://linkedin.com/in/nishil-madhani | A Computer Science and Business major student who is a Product building enthusiast.  Learn more about Nishil Madhani's work experience, education, ... | Nishil Madhani - IET On Campus VIT | https://twitter.com/madhaninishil | Nishil Madhani. @MadhaniNishil. Products ops intern. @fampayindia.  Just trying a thing or two at PM'ing A pseudo engineer :)  . Joined April 2021. | Nishil Madhani (@MadhaniNishil) / Twitter"
Sameeran Bandishti,https://linkedin.com/in/sameeran-bandishti,"I have been elected as a board member of The Photography Club VIT. I am the Documentation Head, responsible for documenting the progress of the club and I also ...",Sameeran Bandishti - Engineering Manager - FamPay,https://twitter.com/sameeran_b,"Daily Log - #100DaysOfCode Day 10: Today I worked on a really interesting problem, but I couldn't find the optimum solution. My answer was very basic. I know a ...",Sameeran Bandishti (@Sameeran_B) ...,"| Sameeran Bandishti | https://linkedin.com/in/sameeran-bandishti | I have been elected as a board member of The Photography Club VIT. I am the Documentation Head, responsible for documenting the progress of the club and I also ... | Sameeran Bandishti - Engineering Manager - FamPay | https://twitter.com/sameeran_b | Daily Log - #100DaysOfCode Day 10: Today I worked on a really interesting problem, but I couldn't find the optimum solution. My answer was very basic. I know a ... | Sameeran Bandishti (@Sameeran_B) ..."
Yash Mittal,https://linkedin.com/in/mittalyash,"I believe great products are about offering great experiences, putting user at the center and working at the intersection of technology, design and business.",Yash Mittal - Co-founder & Head of Product - PayUp,https://twitter.com/mittaltechie,"I have multiple Ph.D. positions in my lab in the ECE department at NCSU University. My research focuses on the intersection of microarchitecture, machine ...",Yash Mittal (@mittaltechie) / Twitter,"| Yash Mittal | https://linkedin.com/in/mittalyash | I believe great products are about offering great experiences, putting user at the center and working at the intersection of technology, design and business. | Yash Mittal - Co-founder & Head of Product - PayUp | https://twitter.com/mittaltechie | I have multiple Ph.D. positions in my lab in the ECE department at NCSU University. My research focuses on the intersection of microarchitecture, machine ... | Yash Mittal (@mittaltechie) / Twitter"
Peeyush Agrawal,https://linkedin.com/in/peeyush-agrawal-7843634,"A technology leader with right business acumen, bringing significant experience in conceptualizing and building enterprise level software products for ...","Peeyush Agrawal - Vice President, Software Engineering",https://twitter.com/peeyushsir,"Peeyush Agrawal's Tweets ... We were wondering should 'Soyeb Aftab' be getting a customized pair of shoes cause he ""Just Did It"". He achieved a perfect score of ...",Peeyush Agrawal (@peeyushsir) / Twitter,"| Peeyush Agrawal | https://linkedin.com/in/peeyush-agrawal-7843634 | A technology leader with right business acumen, bringing significant experience in conceptualizing and building enterprise level software products for ... | Peeyush Agrawal - Vice President, Software Engineering | https://twitter.com/peeyushsir | Peeyush Agrawal's Tweets ... We were wondering should 'Soyeb Aftab' be getting a customized pair of shoes cause he ""Just Did It"". He achieved a perfect score of ... | Peeyush Agrawal (@peeyushsir) / Twitter"
Sajal Jajoo,https://linkedin.com/in/sajaljajoo,"Sajal Jajoo. Marketing at FamPay  Building for GenZ  Ex-Purplle. FamPayWelingkar Institute of Management. Bengaluru, Karnataka, India.",Sajal Jajoo - Marketing Team - FamPay,https://twitter.com/sajaljajoo,0,Sajal Jajoo (@SajalJajoo) / Twitter,"| Sajal Jajoo | https://linkedin.com/in/sajaljajoo | Sajal Jajoo. Marketing at FamPay  Building for GenZ  Ex-Purplle. FamPayWelingkar Institute of Management. Bengaluru, Karnataka, India. | Sajal Jajoo - Marketing Team - FamPay | https://twitter.com/sajaljajoo | 0 | Sajal Jajoo (@SajalJajoo) / Twitter"
Rimjhim Ticku,https://linkedin.com/in/rimjhim-ticku-1916691b5,A simple yet extraordinary person with a bent towards the creative side and an instinct to always keep learning. I believe in being my very best in every ...,Rimjhim Ticku - Teenprenuer - FamPay,0,0,0,| Rimjhim Ticku | https://linkedin.com/in/rimjhim-ticku-1916691b5 | A simple yet extraordinary person with a bent towards the creative side and an instinct to always keep learning. I believe in being my very best in every ... | Rimjhim Ticku - Teenprenuer - FamPay | 0 | 0 | 0
Aamina Ahmadi,https://linkedin.com/in/aamina-ahmadi-55b9871b5,I'm an effective communicator. skilled in giving presentations and communicating via e-mail. Experience. FamPay Graphic. Teenpreneur In - Residence.,Aamina Ahmadi - Teenpreneur In - Residence - FamPay,https://twitter.com/ahmadiamina,"Amina Ahmadi's Tweets ; Apr 19, 2015. Yo! I made a rap song in #AutoRap by #Smule, and it's awesome. Listen to it here: http://smule.com/p/367553370_120449518…",Amina Ahmadi (@AhmadiAmina) / Twitter,"| Aamina Ahmadi | https://linkedin.com/in/aamina-ahmadi-55b9871b5 | I'm an effective communicator. skilled in giving presentations and communicating via e-mail. Experience. FamPay Graphic. Teenpreneur In - Residence. | Aamina Ahmadi - Teenpreneur In - Residence - FamPay | https://twitter.com/ahmadiamina | Amina Ahmadi's Tweets ; Apr 19, 2015. Yo! I made a rap song in #AutoRap by #Smule, and it's awesome. Listen to it here: http://smule.com/p/367553370_120449518… | Amina Ahmadi (@AhmadiAmina) / Twitter"
Karan Mehta,https://linkedin.com/in/karan-mehta-835bb0,"We're unlocking community knowledge in a new way. Experts add insights directly into each article, started with the help of AI.","Karan Mehta - New York, New York, United States",https://twitter.com/itskaranmehta,"karan. @itskaranmehta. in good company. @octopusventures ... Head of Product Design at BirdieKaran Mehta, Investor... karan ... karan Retweeted.",karan 🛸 (@itskaranmehta) / Twitter,"| Karan Mehta | https://linkedin.com/in/karan-mehta-835bb0 | We're unlocking community knowledge in a new way. Experts add insights directly into each article, started with the help of AI. | Karan Mehta - New York, New York, United States | https://twitter.com/itskaranmehta | karan. @itskaranmehta. in good company. @octopusventures ... Head of Product Design at BirdieKaran Mehta, Investor... karan ... karan Retweeted. | karan 🛸 (@itskaranmehta) / Twitter"
Komal Chandra,https://linkedin.com/in/drkomalchandra,"Visionary leader with 15+ years of administration experience. Proven excellence in staff development, improving operational efficiency, ...","Komal Chandra, PhD - Associate Director, Palliative Care ...",https://twitter.com/KomalChandraPhD,0,"Komal Chandra, PhD (@KomalChandraPhD) / Twitter","| Komal Chandra | https://linkedin.com/in/drkomalchandra | Visionary leader with 15+ years of administration experience. Proven excellence in staff development, improving operational efficiency, ... | Komal Chandra, PhD - Associate Director, Palliative Care ... | https://twitter.com/KomalChandraPhD | 0 | Komal Chandra, PhD (@KomalChandraPhD) / Twitter"
Devarsh Thaker,https://linkedin.com/in/devarsh-thaker-334a586a,"I head the marketing function - across brand, product, partnerships and performance. Bringing in acquisition, retention, revenue along with platform and ...",Devarsh Thaker - Marketing - FamPay,https://twitter.com/DevarshThaker,0,Devarsh Thaker (@DevarshThaker) / Twitter,"| Devarsh Thaker | https://linkedin.com/in/devarsh-thaker-334a586a | I head the marketing function - across brand, product, partnerships and performance. Bringing in acquisition, retention, revenue along with platform and ... | Devarsh Thaker - Marketing - FamPay | https://twitter.com/DevarshThaker | 0 | Devarsh Thaker (@DevarshThaker) / Twitter"
Rohit Kuber,https://linkedin.com/in/rohit-kuber,"Carrying a unique mix of technological interest, software expertise. Particularly adept in iOS Application Development and UI/UX, Design.",Rohit Kuber - iOS Engineer - FamPay,https://twitter.com/Rohitkuber,Based on a true story. Embedded video. 0:51.,Rohit Kuber (@Rohitkuber) / Twitter,"| Rohit Kuber | https://linkedin.com/in/rohit-kuber | Carrying a unique mix of technological interest, software expertise. Particularly adept in iOS Application Development and UI/UX, Design. | Rohit Kuber - iOS Engineer - FamPay | https://twitter.com/Rohitkuber | Based on a true story. Embedded video. 0:51. | Rohit Kuber (@Rohitkuber) / Twitter"
Mohit Solanki,https://linkedin.com/in/mohit-solanki-51241814,“Mohit is a very sincere and hardworking person with great ability to learn things fast. He can be trusted to accomplish challenging tasks in tight schedules.,Mohit Solanki - SoC Design Manager and Team Lead,https://twitter.com/mohi7solanki,He has spent 12 years in US at companies like Microsoft Amazon Yahoo Uber Whatsapp ... and now building fintech at scale for GenZ in India!,Mohit Solanki (@mohi7solanki) / Twitter,| Mohit Solanki | https://linkedin.com/in/mohit-solanki-51241814 | “Mohit is a very sincere and hardworking person with great ability to learn things fast. He can be trusted to accomplish challenging tasks in tight schedules. | Mohit Solanki - SoC Design Manager and Team Lead | https://twitter.com/mohi7solanki | He has spent 12 years in US at companies like Microsoft Amazon Yahoo Uber Whatsapp ... and now building fintech at scale for GenZ in India! | Mohit Solanki (@mohi7solanki) / Twitter
Yash Kumar Verma,https://linkedin.com/in/yash-kumar-verma,"Hello there. I'm a passionate young programmer, who has experience in a couple of programming languages. I believe in solving real world problems using ...",Yash Kumar Verma - Back End Developer - FamPay,https://twitter.com/yash_kr_verma,Hiring interns. Looking for motivated interns with the following skills - 1) Community building 2) Willingness to learn and build no-code tools No resume is ...,Yash Verma (@yash_kr_verma) / Twitter,"| Yash Kumar Verma | https://linkedin.com/in/yash-kumar-verma | Hello there. I'm a passionate young programmer, who has experience in a couple of programming languages. I believe in solving real world problems using ... | Yash Kumar Verma - Back End Developer - FamPay | https://twitter.com/yash_kr_verma | Hiring interns. Looking for motivated interns with the following skills - 1) Community building 2) Willingness to learn and build no-code tools No resume is ... | Yash Verma (@yash_kr_verma) / Twitter"
Gyanaranjan Sahoo,https://linkedin.com/in/gyana-ranjan-sahoo-40627b19,"Have 17 years of IT experience. Proficient in AWS Cloud Technologies, Big Data Hadoop, Python Programming. Datawarehousing, ETL Informatica, PL/SQL Program, ...",Gyana Ranjan Sahoo - Data Architect - Vanguard,https://twitter.com/Gyanara04755203,Gyanaranjan sahoo's Tweets ... joins Star Family! Every campaign participant can receive a Special Role in our Discord Channel ✓ ENTER HERE: https://galxe.com ...,Gyanara04755203 - Gyanaranjan sahoo,"| Gyanaranjan Sahoo | https://linkedin.com/in/gyana-ranjan-sahoo-40627b19 | Have 17 years of IT experience. Proficient in AWS Cloud Technologies, Big Data Hadoop, Python Programming. Datawarehousing, ETL Informatica, PL/SQL Program, ... | Gyana Ranjan Sahoo - Data Architect - Vanguard | https://twitter.com/Gyanara04755203 | Gyanaranjan sahoo's Tweets ... joins Star Family! Every campaign participant can receive a Special Role in our Discord Channel ✓ ENTER HERE: https://galxe.com ... | Gyanara04755203 - Gyanaranjan sahoo"
Sabarish,https://linkedin.com/in/sabarishsethuraman,Empowering people with the entrepreneurial spirit to operate their own businesses through Cloud Computing solutions to disintermediate eCommerce ...,Sabarish R Sethuraman - Founder & CEO - MySoCo Inc,https://twitter.com/sabarishgnana,"Learn about emerging technologies like artificial intelligence, quantum computing, genetic engineering, and nanotechnology. ... Students 13-17 years old (no prior ...",Sabarish (@sabarishgnana) / Twitter,"| Sabarish | https://linkedin.com/in/sabarishsethuraman | Empowering people with the entrepreneurial spirit to operate their own businesses through Cloud Computing solutions to disintermediate eCommerce ... | Sabarish R Sethuraman - Founder & CEO - MySoCo Inc | https://twitter.com/sabarishgnana | Learn about emerging technologies like artificial intelligence, quantum computing, genetic engineering, and nanotechnology. ... Students 13-17 years old (no prior ... | Sabarish (@sabarishgnana) / Twitter"
Karthik BM,https://linkedin.com/in/karthik-bm,"A seasoned professional with a proven track record of success in leading Support & Operations teams. Skilled in strategic planning, process improvement, ...","Karthik BM - Bengaluru, Karnataka, India",https://twitter.com/Karthik_bm_007,Karthik B M's Tweets ... All Rich farmers who have Agricultural income of more than 1 crore Should be taxed . Why should Rich farmers remain taxfree & we pay ...,Karthik B M (@Karthik_bm_007) / Twitter,"| Karthik BM | https://linkedin.com/in/karthik-bm | A seasoned professional with a proven track record of success in leading Support & Operations teams. Skilled in strategic planning, process improvement, ... | Karthik BM - Bengaluru, Karnataka, India | https://twitter.com/Karthik_bm_007 | Karthik B M's Tweets ... All Rich farmers who have Agricultural income of more than 1 crore Should be taxed . Why should Rich farmers remain taxfree & we pay ... | Karthik B M (@Karthik_bm_007) / Twitter"
Sanjeet Vikram Singh,https://linkedin.com/in/sanjeet-vikram-singh-309488b3,"Currently, working in the field of General Corporate Advisory and Transactions.  Learn more about Sanjeet Vikram Singh's work experience, education, ...",Sanjeet Vikram Singh - Legal Team - FamPay,https://twitter.com/SanjeetVikram,"Sanjeet Vikram Singh's Tweets ; Lexygen · @LexygenGlobal · May 15, 2021 · 1. 5 ; Vijay Sambamurthi · @VJSambamurthi · Oct 7, 2020 · 3. 4 ; Rahul Gandhi · @RahulGandhi.",Sanjeet Vikram Singh (@SanjeetVikram) / Twitter,"| Sanjeet Vikram Singh | https://linkedin.com/in/sanjeet-vikram-singh-309488b3 | Currently, working in the field of General Corporate Advisory and Transactions.  Learn more about Sanjeet Vikram Singh's work experience, education, ... | Sanjeet Vikram Singh - Legal Team - FamPay | https://twitter.com/SanjeetVikram | Sanjeet Vikram Singh's Tweets ; Lexygen · @LexygenGlobal · May 15, 2021 · 1. 5 ; Vijay Sambamurthi · @VJSambamurthi · Oct 7, 2020 · 3. 4 ; Rahul Gandhi · @RahulGandhi. | Sanjeet Vikram Singh (@SanjeetVikram) / Twitter"
Roulla Agarwal,https://linkedin.com/in/roulla-agarwal-04894969,A BE Graduate from Bangalore carrying 7+ Years of experience in Service & IT Industries. Lean Six Sigma certified Quality Analyst with an inclination ...,"Roulla Agarwal - Bengaluru, Karnataka, India",0,0,0,"| Roulla Agarwal | https://linkedin.com/in/roulla-agarwal-04894969 | A BE Graduate from Bangalore carrying 7+ Years of experience in Service & IT Industries. Lean Six Sigma certified Quality Analyst with an inclination ... | Roulla Agarwal - Bengaluru, Karnataka, India | 0 | 0 | 0"
Vishnu Ramachandran,https://linkedin.com/in/dvramachandran,"Currently, I am working at John Deere ISG, focusing on development with Python. My current position, allows me to direct additional efforts to ensure secure ...",Divin Vishnu Ramachandran - Software Engineer II (Security),https://twitter.com/vishnur2707,Vishnu Ramachandran's Tweets ... Artist · 97.2M monthly listeners. ... Such disappointment with the airline! I have lived in UK so many years and even EasyJet does ...,Vishnu Ramachandran (@Vishnur2707) / Twitter,"| Vishnu Ramachandran | https://linkedin.com/in/dvramachandran | Currently, I am working at John Deere ISG, focusing on development with Python. My current position, allows me to direct additional efforts to ensure secure ... | Divin Vishnu Ramachandran - Software Engineer II (Security) | https://twitter.com/vishnur2707 | Vishnu Ramachandran's Tweets ... Artist · 97.2M monthly listeners. ... Such disappointment with the airline! I have lived in UK so many years and even EasyJet does ... | Vishnu Ramachandran (@Vishnur2707) / Twitter"
Sanjana Senapati,https://linkedin.com/in/sanjana-senapati-7ba681200,I am a student of chemical engineering and I heavily enjoy management and leadership roles. I like to write & occasionally curate textual content.,Sanjana Senapati - Cultural Secretary - Vellore Institute of ...,https://twitter.com/Sanjana_04,Conversation. Sanjana Bhalerao ... has marked 200 pitches on Senapati Bapat Marg. Everyday from 4 am- 9 am wholesale vendors come to dadar vegetables market ...,Sanjana Bhalerao,| Sanjana Senapati | https://linkedin.com/in/sanjana-senapati-7ba681200 | I am a student of chemical engineering and I heavily enjoy management and leadership roles. I like to write & occasionally curate textual content. | Sanjana Senapati - Cultural Secretary - Vellore Institute of ... | https://twitter.com/Sanjana_04 | Conversation. Sanjana Bhalerao ... has marked 200 pitches on Senapati Bapat Marg. Everyday from 4 am- 9 am wholesale vendors come to dadar vegetables market ... | Sanjana Bhalerao
Siddharth Sunder,https://linkedin.com/in/siddharth-sunder-3b77b022b,ECE @ UT Austin - Computer Architecture/Embedded Systems/Software Engineering Tech Cores Pursuing a career in the development of robotics  Learn more about ...,Siddharth Sunder - The University of Texas at Austin,https://twitter.com/siddharthsunder,"Siddharth Sunder. @siddharthsunder. Linguaphile, blogger, wanderlust. inflatedballoon.wordpress.com Joined September 2014.",Siddharth Sunder (@siddharthsunder) / Twitter,"| Siddharth Sunder | https://linkedin.com/in/siddharth-sunder-3b77b022b | ECE @ UT Austin - Computer Architecture/Embedded Systems/Software Engineering Tech Cores Pursuing a career in the development of robotics  Learn more about ... | Siddharth Sunder - The University of Texas at Austin | https://twitter.com/siddharthsunder | Siddharth Sunder. @siddharthsunder. Linguaphile, blogger, wanderlust. inflatedballoon.wordpress.com Joined September 2014. | Siddharth Sunder (@siddharthsunder) / Twitter"
Anshu Saurabh,https://linkedin.com/in/anshusaurabh,"Anshu Saurabh · Director, Testing & Quality Assurance at ZS, GxP Quality & Compliance Expert, Computer System Validation SME, Digital Transformation Consultant.","Anshu Saurabh - Director, Testing & Quality Assurance - ZS",https://twitter.com/anshusaurav,0,Anshu Saurabh (@anshusaurav) / Twitter,"| Anshu Saurabh | https://linkedin.com/in/anshusaurabh | Anshu Saurabh · Director, Testing & Quality Assurance at ZS, GxP Quality & Compliance Expert, Computer System Validation SME, Digital Transformation Consultant. | Anshu Saurabh - Director, Testing & Quality Assurance - ZS | https://twitter.com/anshusaurav | 0 | Anshu Saurabh (@anshusaurav) / Twitter"
Pragya Nagpal,https://linkedin.com/in/pragya-nagpal,A programming enthusiast with motivation to analyze real-time problem scenarios and provide effective software solutions. Actively looking for challenging ...,Pragya Nagpal - Amazon Web Services (AWS),https://twitter.com/PragyaNagpal14,"A founder asking how to fix culture of their company is same as a person asking how to fix a mirror to look better. 74. 259. 3,727. Pragya Nagpal Retweeted.",Pragya Nagpal (@PragyaNagpal14) ...,"| Pragya Nagpal | https://linkedin.com/in/pragya-nagpal | A programming enthusiast with motivation to analyze real-time problem scenarios and provide effective software solutions. Actively looking for challenging ... | Pragya Nagpal - Amazon Web Services (AWS) | https://twitter.com/PragyaNagpal14 | A founder asking how to fix culture of their company is same as a person asking how to fix a mirror to look better. 74. 259. 3,727. Pragya Nagpal Retweeted. | Pragya Nagpal (@PragyaNagpal14) ..."
Devansh Aggarwal,https://linkedin.com/in/devanshkv,"I work at the intersection of Deep Learning, High-Performance Computing and Big Data. I have a passion for projects which use any combination of the above ...","Devansh Agarwal - Senior Manager, Data Scientist",https://twitter.com/DevanshMile,"View Devansh Aggarwal's profile on LinkedIn, the world's largest professional community. Devansh has 2 jobs listed on their profile.",Devansh aggarwal (@DevanshMile) / Twitter,"| Devansh Aggarwal | https://linkedin.com/in/devanshkv | I work at the intersection of Deep Learning, High-Performance Computing and Big Data. I have a passion for projects which use any combination of the above ... | Devansh Agarwal - Senior Manager, Data Scientist | https://twitter.com/DevanshMile | View Devansh Aggarwal's profile on LinkedIn, the world's largest professional community. Devansh has 2 jobs listed on their profile. | Devansh aggarwal (@DevanshMile) / Twitter"
Charvi Saraf,https://linkedin.com/in/charvi-saraf-13a034133,She is a hardworking and dedicated individual who ensures that she completes the deliverable on time. She is good at multi tasking and managed some diverse ...,Charvi Saraf - Product & Growth - FamPay,https://twitter.com/charvi_saraf,"Hey everyone, I'm looking to find a place in and around Indiranagar/ Ulsoor/ MG Road, so I can move in on or before June 1st. Please let me know if you have any ...",Charvi Saraf (@charvi_saraf) / Twitter,"| Charvi Saraf | https://linkedin.com/in/charvi-saraf-13a034133 | She is a hardworking and dedicated individual who ensures that she completes the deliverable on time. She is good at multi tasking and managed some diverse ... | Charvi Saraf - Product & Growth - FamPay | https://twitter.com/charvi_saraf | Hey everyone, I'm looking to find a place in and around Indiranagar/ Ulsoor/ MG Road, so I can move in on or before June 1st. Please let me know if you have any ... | Charvi Saraf (@charvi_saraf) / Twitter"
Akhil Nair,https://linkedin.com/in/akhil-gopakumar-nair,- Conduct research on regions of the brain involved in stress response in vivo in mice to study addiction and relapse. - Focus on “a combination of brain slice ...,Akhil Nair - Winder Lab - Vanderbilt University - LinkedIn,https://twitter.com/akhilgnair_,"Akhil Nair. @akhilgnair_. Co-Founder of Sphere of Gratitude  Vanderbilt'24. Katy, TX sphereofgratitude.org Joined March 2019.",Akhil Nair (@akhilgnair_) / Twitter,"| Akhil Nair | https://linkedin.com/in/akhil-gopakumar-nair | - Conduct research on regions of the brain involved in stress response in vivo in mice to study addiction and relapse. - Focus on “a combination of brain slice ... | Akhil Nair - Winder Lab - Vanderbilt University - LinkedIn | https://twitter.com/akhilgnair_ | Akhil Nair. @akhilgnair_. Co-Founder of Sphere of Gratitude  Vanderbilt'24. Katy, TX sphereofgratitude.org Joined March 2019. | Akhil Nair (@akhilgnair_) / Twitter"
