shortcode,caption,upload_time,num_likes,num_comments,is_video,video_views,url
CkLNmRUJZEH,"Habibi go to Dubai ✈️😎🤩

Open your lifafa on FamPay, invite your friends to FamPay and you could win a trip to Dubai 😁",2022-10-26 16:56:08+05:30,19176,681,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/312616306_1483649158786109_4641654802085908367_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=BeeYQyLgJMwAX-lbrW5&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAohCLLgySkq_H1GyoUGNtWNbQlZDcJibbjG2feUlMOhg&oe=644AAA32&_nc_sid=86f79a
CkFbmpzJx8N,Happy Diwali ✨,2022-10-24 11:03:04+05:30,20751,324,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/312526815_1784048841988119_6869485586369193225_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=g4gYBiTSohkAX_h-pCM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAVrDYuSIScNErcUsOPOQjPrsozy2Z9oF4E52WA5c9BOg&oe=644A176C&_nc_sid=86f79a
Cj-vcpHp7-M,Unpopular opinion- soan papdi > kaju katli,2022-10-21 20:41:47+05:30,8979,142,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/312369235_876253846698667_8913876641716772264_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=F19KJmPwe8sAX_w1c7T&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk1NDAwNzA4MjA4NDg0MzQwNA%3D%3D.2-ccb7-5&oh=00_AfC0kezUmo-z9EeEhsV4K0HYtQKVvaiC3iwgi_Wc58uL3w&oe=644AC164&_nc_sid=30a2ef
Cj8Xq7BS2Wx,"Drop a ⭐️ emoji in the comments below and get 350  FamCoins 🤩

Guys it’s time to breakup with your piggy banks and invest in Digigold 🤩

Safe, secure and great for the long-term, you can now invest with as little as Rs 10! 

Head to the app now!",2022-10-20 22:35:32+05:30,19218,5655,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/312348812_847973539889605_283058419424543783_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=z5Gm-txWPKkAX_WF0Eq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCpOPbrlZbtWz7WUw1qnzlnNKCDZBPvq-d-af80diCWMw&oe=64494D53&_nc_sid=86f79a
Cj5dmRaJD9m,"these stunts were performed by a trained professional, please don't try at home 🤡
or anywhere 🤡",2022-10-19 19:30:55+05:30,12084,394,True,68448,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/312066226_681106713148196_6001340991639323103_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=_dgMzgPNlAgAX_-0yAs&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA70Ew-dH3qovPTGTiBS8rI7Z9Hq1g3s8nUCOneJ9CrNQ&oe=64466EC6&_nc_sid=86f79a
Cj23j-hpdmS,it's gonna be lit ⭐⭐⭐,2022-10-18 19:19:39+05:30,17508,413,True,92544,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/311855826_625929995925036_7271034897297395373_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Ze81R5NmoxoAX-gJViC&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBdrAw1017yRw13CBQ7cFHSOSHnm43jyOBohIoCgebKXg&oe=6446A024&_nc_sid=86f79a
CjsoHQepAIq,besti 🤝,2022-10-14 19:51:50+05:30,15784,399,True,101237,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/311742631_1292346404909276_1973972744993928014_n.jpg?stp=dst-jpg_e15_fr_s1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=2whSqfvuyEEAX8WjWTO&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB9a2Z7_fnnKb-aLe7GuRIbB61CDfdUXWR-CfHHYefxOQ&oe=6446AC27&_nc_sid=86f79a
CjqCAOxpduR,What does it for ya?,2022-10-13 19:39:52+05:30,13834,205,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/311487278_403615591797976_4836461255453136057_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=vvztyExWqAMAX-MEw8Q&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk0ODE3NzcxODAyNTc3MTkyMQ%3D%3D.2-ccb7-5&oh=00_AfAr41CA611kQUxCeEQhSdqg9plRVdQt3cEvo8pl509C5w&oe=6448F634&_nc_sid=30a2ef
CjiZeNGpGss,ISS POST KO DEKH KE LIKE NAHI KARNA IS NOT FUNNY 😤,2022-10-10 20:31:01+05:30,9503,177,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/311011774_119566580903491_3609125726831099247_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=9MN9vTwGWf0AX_QNQq5&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk0NjAyOTEzMzA3MDg4NzcyNA%3D%3D.2-ccb7-5&oh=00_AfBl4SaJcAAtY6e7ZiFnsCg5Zyz3otbq9reqoDfTe4GxuQ&oe=6449896E&_nc_sid=30a2ef
CjajnybpV1b,"Tag a friend and if they reply in 2 mins, both of y’all win free Google Play Recharge Codes 🤩",2022-10-07 19:25:47+05:30,18973,4520,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/311302899_783899689496905_4996914389921600161_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=84YDy7uRktEAX8HeIqf&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk0MzgyMTk3MjI3ODQzNTE2Mw%3D%3D.2-ccb7-5&oh=00_AfAjSwGghCMEn3r5g5lxr6mY0N3QPuH7fk4MMSkOw6HvSw&oe=6449D626&_nc_sid=30a2ef
CjYDfY1pldQ,"iOYes 🥹🥹⭐️

Just recharge your phone on FamPay and stand a chance to win the iPhone 14 🤩

Head to the app now 🏃‍♀️",2022-10-06 20:06:32+05:30,16899,328,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/310378380_803254580914981_8178505844418186483_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=uge6LuLTt8QAX_kzAdg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA5jWbRU6GKThjGeS8US0UPJhWcwM6H3uASod8toAqPjw&oe=64490B07&_nc_sid=86f79a
CjVfbWip-S1,We’ll start- how to get 10k likes on a post 🥺,2022-10-05 20:12:56+05:30,8844,1673,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/310436124_180356381194385_5093841730033068715_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=vjg4lTqI51EAX9OpNsG&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk0MjM5NjE1MDYyNzk1MTc5Nw%3D%3D.2-ccb7-5&oh=00_AfAg7rDLBgUcRPhtP-X2sh0hjHfPUoaNgVWIepkaFU1eTw&oe=644A3753&_nc_sid=30a2ef
CjS4w-Upboy,"If you don’t know, tag a girl and ask!",2022-10-04 19:56:37+05:30,12368,2819,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/310177157_208160618308343_1540757449704046902_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=NBPbjRPrcWIAX819f4a&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk0MTY2MzE2MjY4NDI1ODg2Ng%3D%3D.2-ccb7-5&oh=00_AfAkAKBHA7xcbAFUXb_jZlmyimhE_YCSoNPO4_3Tjqe42A&oe=64497A63&_nc_sid=30a2ef
CjQSL88Jkin,Invite your Robin. 🦹🏻‍♂️,2022-10-03 19:41:02+05:30,16670,239,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/310438462_1465730023933780_9151161804394928279_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=3rzrk_mdEM0AX9vZzFZ&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDkiB8K8qz4ZK0sd9MM9CMVOCNS04OQhJpWKmM11SdLgA&oe=64491DDF&_nc_sid=86f79a
CjNz16ppJDX,What makes you go: 😖😖😖,2022-10-02 20:37:24+05:30,15628,222,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/310384133_144455408291192_2058548723503200525_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=lFw4Q47yUrEAX90NB3I&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=Mjk0MDIzNDEzNzIyMjgxMTg2Mw%3D%3D.2-ccb7-5&oh=00_AfBHwgVTTFytDO-fDEe4fVvPSWS7XqaHihCi4YBAZyUlDw&oe=644920EC&_nc_sid=30a2ef
CjIeMonJuBw,"Every 20th comment wins FREE Google Play Redeem Codes 🤩📱😁

Lets go 👇🏻👇🏻",2022-09-30 18:52:03+05:30,13685,21103,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/309250054_626509379049790_2608132957570220944_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Q46vUW5fkdkAX97c-6W&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkzODczMTU2NjQ5NDgzNDgwMA%3D%3D.2-ccb7-5&oh=00_AfB-Qp40Lijfawwr55-P3Pql_i3jNFbNnIWosmSJsBFCYA&oe=64490220&_nc_sid=30a2ef
CjGOCv9p5uI,Tell us what made you smile today. Best answers get OralB vouchers from us. ✨,2022-09-29 21:52:25+05:30,9452,232,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/309632597_1172956793288631_4834544679058683188_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=lrS5BWmg_e0AX-WGQHP&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCp3JL-RaYfb1516_i6jcshKz5XxSWAOVuew5xLwskhBg&oe=64491F64&_nc_sid=86f79a
CjAy6RxpE9w,Money in my account,2022-09-27 19:19:08+05:30,6161,81,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/308875870_460103126075508_2456581211897536397_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=cX5qQ1r4G-YAX9XUrdw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkzNjU3MDg2NDE4NzIzMjExMg%3D%3D.2-ccb7-5&oh=00_AfC4pUiQuAc61Yxa6bzQPuz3miO5mJE4Wz4mpipnjgSPYA&oe=6449D39A&_nc_sid=30a2ef
CixXQw8jyk8,"Drop the last 2 digits of your phone number and get a FREE top up 🤩 

And if you don’t want to wait, just recharge on FamPay and get 

⚡️ 2x FamCoins on every recharge
⚡️ Reminders before your plan runs out
⚡️ No hidden fees
And it only takes a minute 😏 Link in bio! 🏃",2022-09-21 19:28:55+05:30,10763,4616,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/308216625_2118672751651496_633653361767581868_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=lp57jOnsWdUAX-8lRhd&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkzMjIyNzEzOTUzMTkwOTQzNg%3D%3D.2-ccb7-5&oh=00_AfDdRTFmmlMRcGPbuWifiFKjmNMniSyKavVwcs7n_JKrIw&oe=644AB1CF&_nc_sid=30a2ef
CiuvvJ8pJxl,👀👀👀,2022-09-20 19:05:04+05:30,4037,407,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/307856996_786007932639042_3981212790382926435_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=foE1VLC1R_sAX93lmAl&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkzMTQ5MDM1NjE0NzI5NzM4MQ%3D%3D.2-ccb7-5&oh=00_AfB2fvR8mNnK3RG8URcNvIKgqFpfXlokEiv5pNCD2Kbb8Q&oe=64497D9D&_nc_sid=30a2ef
CisEIRVJtgA,"Mera kuch rishta hai savings se ✨

Comment an emoji that defines your relationship status with savings 👇",2022-09-19 18:05:32+05:30,6281,78,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/307279018_116016871120674_1238091063039182111_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=dqGppqYbyiAAX_jjk2L&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBXp6dybgZueN78NVUal2Ip1QvC3_LSkvOlMrVeBIzFAQ&oe=644995F3&_nc_sid=86f79a
Cip7ImqpZg4,"Check your Recap on the FamPay app!

Share any slide and tag @fampay.in and you could win up to Rs. 500 🤩

What are you waitin' for? Head to the FamPay app now 🥳",2022-09-18 22:08:27+05:30,6196,64,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/307238771_162738986351015_6538945345778335074_n.webp?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=111&_nc_ohc=yxUxJl5xkngAX8h1ee1&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDphxokiBqNpTMuoI_rzv3_dhzSLDHYEAs6WSmCItjd6g&oe=644991A5&_nc_sid=86f79a
CikpmagJEqi,"Here's your chance to win a brand new iQOO 9 phone for just Rs.50. 🤯

- One Google Play Redeem code = 1 Ticket.
More the number of tickets, higher the chances of winning. 🔥

- Minimum purcharse of Rs.50 per transaction.

Added bonus: Get 4X FamCoins on every Google Play Redeem Code purchase + upto 1000 FamCoins for every participant. 😍

Hurry, run to the FamPay app now! 🏃🏻‍♀️",2022-09-16 20:59:02+05:30,9137,138,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/306899665_1156946208234725_6432249719433818759_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=XoslKmE_BW0AX_BH53G&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDQ1n7sN3lyAtkULWrGf2v8Pv4zipCL8oEOE2iJ9o62sg&oe=6448EA58&_nc_sid=86f79a
Cih2t-lpqyb,We'll go first: Pizza topping 🧀,2022-09-15 18:55:57+05:30,5057,1184,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/306724458_158532596821878_2374815418444451200_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=HS7DASTytdsAX_mxIvt&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyNzg2MTg4Njg1OTI1OTAzNQ%3D%3D.2-ccb7-5&oh=00_AfDaQyDLyde4emtTjvYRkEj9EbiAHLJ3wm_tMrCvb4dkpw&oe=6449C7C7&_nc_sid=30a2ef
Cifa8TkpuC6,Tag a friend and get them to follow us and both of you could be eating pizza for the next 6 months with @ovenstory 🤤,2022-09-14 20:14:45+05:30,8135,1716,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/306718200_495771331966479_7973321281954636897_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=R6-oyGBPiOEAX-Yj-Sm&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB5JmdKuWSPtOKgGJT_ptWw3otbmtFCP-CTL6CQa1l69Q&oe=6446CBEA&_nc_sid=86f79a
CicCdlspgLm,"Just recharge on FamPay and get 

⚡️ 2x FamCoins on every recharge
⚡️ Reminders before your plan runs out
⚡️ No hidden fees
And it only takes a minute 😏 Link in bio! 🏃",2022-09-13 12:45:56+05:30,10472,4081,True,149497,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/306606943_2215467531953787_4798176410612161147_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=sC0W6_mfa4wAX_KAuUa&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBp04yS6abSOtblMI-6SWvaU75G8lL6TOOa95hbBtCRHg&oe=6446653D&_nc_sid=86f79a
CiX66kYpZMM,"Everyday struggle: Trying to save, trying to spend 🥺

Ft. super adorable @magscansingg ✨",2022-09-11 22:28:55+05:30,5099,103,True,34219,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/306527954_620164456488685_4826884196916648681_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=v1SGf7QnsM8AX80tFf3&edm=APU89FABAAAA&ccb=7-5&oh=00_AfAAWz7NPBj6xvFGHi7fLsbxLi58ZCmSCZmcZ4_-wkT9Ag&oe=64469244&_nc_sid=86f79a
CiU9K8oJnET,"we’ll start- A series of unfortunate events 👀👀

And if you need your Astraverse fix asap, head to the link in bio to get 5% cash back on BookMyShow and 6% cash back on PVR bookings 🤩",2022-09-10 18:42:12+05:30,5185,1384,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/305771244_149600201089805_1745654922067253202_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=vWiLO5DlxnIAX8ZEInD&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyNDIzMTA5MTIwMDM1NjYyNw%3D%3D.2-ccb7-5&oh=00_AfBsMpVJjnbhyOwMsNf9bv9zfzQscvpKYLzEQu00XgX8LA&oe=644AC391&_nc_sid=30a2ef
CiP3Y-FJsFb,"Just recharge on FamPay dude 🤠

⚡️ 2x FamCoins on every recharge
⚡️ Reminders before your plan runs out
⚡️ No hidden fees
And it only takes a minute 😏

Link in bio! 🏃",2022-09-08 19:15:29+05:30,4459,62,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/306105647_2156815361158028_4512658153041309858_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=axuFOCJYV0QAX9aD5zo&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCsFZLgPtGOSeVIfH6z1OyWwQMsmrNYMu6d2kc2JLcyHw&oe=64490F7B&_nc_sid=86f79a
CiNRRBppvgv,"College student? Grab your discount 🤯

Checkout out the list of brands offering exclusive discounts ONLY for college student on FamPay. 

Click the link in bio to grab now 🔥",2022-09-07 19:03:52+05:30,10162,117,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/305135961_179817757857753_7476964552406904003_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=rzqyqncg2XQAX8txYiu&edm=APU89FABAAAA&ccb=7-5&oh=00_AfA4VCEIVBNcU693IMlpR6majqZUCwA4EuWTeVEI3XyFHg&oe=644A7BE1&_nc_sid=86f79a
CiKrlBHpSzz,"at least one of these is fixable 👀👀👀

Head to the FamPay app now and help us get to a 100%",2022-09-06 18:56:04+05:30,3313,87,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/305154033_581020137091905_1900518461282757113_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=7TLT1SQGhnEAX99fTXW&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkyMTMzODk2ODEyNTgxMTk1NQ%3D%3D.2-ccb7-5&oh=00_AfAVAb-GPMxSIu0EOnz59jJJSkqvnKpCg3b7cwXRjgwyCA&oe=64497FEC&_nc_sid=30a2ef
CiIiUhapn25,"On the hunt for our admin’s twin 🔍 

If you have the same money avatar as our admin, head to our stories and share to win FREE Swiggy coupons 🤠",2022-09-05 22:56:42+05:30,4666,96,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/305199300_181344424386809_6162562299870450339_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=SJA4k3KOvh8AX_OFtu4&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDGG000IT05L3WEvZ4nPc9hTJihm77ZD1SeTWcyP4BFoQ&oe=64498470&_nc_sid=86f79a
CiHezTvgM2P,Here's your reminder to wish your teachers and mentors a happy teacher's day! 🫶🏻,2022-09-05 13:10:36+05:30,5058,34,True,28840,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/305277269_481916907124149_7667968739647785063_n.jpg?stp=dst-jpg_e15_fr_p1080x1080&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=8gd8KAJtCuMAX-LTiA3&edm=APU89FABAAAA&ccb=7-5&oh=00_AfBNBDruVmncrgIpjjhQsXGORFn_na7vo1nhYvc0eKqLgg&oe=6446B9D0&_nc_sid=86f79a
CiFWJu8JHUQ,"Are you a future millionaire, billionaire or a trillionaire?? 

Find out along with how many rewards you’ve earned, money you’ve saved, your own personalized Avatar and more on the FamPay app 😮 😮😮

Share your recap on stories today to win Rs 500 + guaranteed FamCoins 🤠",2022-09-04 17:20:54+05:30,4574,204,True,28451,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/305375058_461130605734099_5710077922628442662_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=JyA0NZr5WUoAX_pBiAg&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDylMGbOh9F16hOk7Lv7YnPN5Wa7gpBN-bWWR1X-4A6Yg&oe=64463FE9&_nc_sid=86f79a
CiC82YVpXm8,Head to the ̶A̶p̶p̶ fridge now 🏃‍♀️ 🏃🏻‍♂️,2022-09-03 18:54:06+05:30,6059,106,True,33970,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/302533409_480287580669566_3923730944255163597_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=rWVz_cnPy-UAX-QTyFF&edm=APU89FABAAAA&ccb=7-5&oh=00_AfC98iTOMDc-OEQmqkwlym-l-X6YR1rQ3HEQRm_s-yl6HQ&oe=6446E33E&_nc_sid=86f79a
Ch90f8MJ460,"Want a FREE TOP UP? Drop the last 2 digits of your phone number below and lucky winners get a FREE top up!

And if you're just as annoyed with the Recharge dude as we are, simplyyy hurry and recharge on FamPay 😩

⚡️ 2x FamCoins on every recharge
⚡️ Reminders before your plan runs out
⚡️ No hidden fees
And it only takes a minute 😏 Link in bio! 🏃",2022-09-01 19:08:24+05:30,12595,11569,True,63312,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/302921534_610974367075170_631982580440946727_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=c8d-W34L2HgAX-aykDM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDsoSdl5qxjYEsEmY1A9NhHeldyTTRFjPHiqtCT9zoXwg&oe=6446DDEA&_nc_sid=86f79a
Ch7QvEaJS4E,Last slide tho 🫣😭,2022-08-31 19:12:54+05:30,7117,74,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/302654810_1503140273432544_7975132116471695653_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=RbxMzvvO2IgAX8cyTSq&edm=APU89FABAAAA&ccb=7-5&oh=00_AfDqDTcjfsiQbXIT8-Ee_WAFoREF165sgfcGePg79PoCSw&oe=644A1C61&_nc_sid=86f79a
Ch4vssFpolM,be nice to the Admin in the comments ⬇️ and be featured in the next post!,2022-08-30 19:45:44+05:30,5020,195,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/301808935_1410099582845052_4807736947699167_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=100&_nc_ohc=XhpGtO901KsAX_wzwlM&edm=APU89FABAAAA&ccb=7-5&oh=00_AfD7l5OsqJeslxdmzHxb13Htk7VcRCQkGgsFM41OiEB5bA&oe=6449EB62&_nc_sid=86f79a
Ch2KGRZJJSe,complete the sentence in the comments 👇🏻 and if someone's done it they have to like your comment 🤠🤠🤠,2022-08-29 19:38:42+05:30,3840,289,False,,https://instagram.fixm4-1.fna.fbcdn.net/v/t51.2885-15/302039493_596367655279165_2854072419445809135_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fixm4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=rC7jLbl4dT0AX9gqHdq&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MjkxNTU2MjIyMDIyNjM4NTA1NA%3D%3D.2-ccb7-5&oh=00_AfCxPVi0Tsj9_7mA8s-WRurhor3mwi98CrjpXCuS7IsdAQ&oe=644A3456&_nc_sid=30a2ef
ChzZWWfDGKY,we know you’re not reading this because you’ve clicked the link in bio and done your data top-up and gotten a cashback 🤠🤠,2022-08-28 17:54:15+05:30,3740,56,False,,https://instagram.fixm4-2.fna.fbcdn.net/v/t51.2885-15/301765364_727344398330299_5768247929308695603_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=UKITQISHIZcAX8eiBgv&edm=APU89FABAAAA&ccb=7-5&oh=00_AfCMIKUgxK14viE6gkifYddSfEHeOvBWvjdHPxBdtVHD8w&oe=644A752A&_nc_sid=86f79a
ChuclK8JhTa,"LIMITED PERIOD OFFER!!

Get flat 20% cashback on your first 1 GB or 2 GB data top up with FamPay. 

Link in bio- GO 🏃‍♀️ 🏃🏻‍♂️ 🏃‍♀️",2022-08-26 19:46:17+05:30,4537,80,False,,https://instagram.fixm4-3.fna.fbcdn.net/v/t51.2885-15/301483683_125625436882074_5130557437669639930_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixm4-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=3P5S1s_cenUAX-R5EuD&edm=APU89FABAAAA&ccb=7-5&oh=00_AfB9bOSjo3fR-fUZMHf2kNRHluJ0CfPRMkDXIEir7TaH6g&oe=644A8999&_nc_sid=86f79a
